ID,Cropping,Denoising,PostResizeSharpening,JPEG,code
407,697,1,1.169,85.0,crop=697_denoising=1_sharpening=1.169
408,697,1,1.334,85.0,crop=697_denoising=1_sharpening=1.334
409,697,1,1.5,85.0,crop=697_denoising=1_sharpening=1.5
410,697,4,0.01,85.0,crop=697_denoising=4_sharpening=0.01
411,697,4,0.176,85.0,crop=697_denoising=4_sharpening=0.176
412,697,4,0.341,85.0,crop=697_denoising=4_sharpening=0.341
413,697,4,0.507,85.0,crop=697_denoising=4_sharpening=0.507
414,697,4,0.672,85.0,crop=697_denoising=4_sharpening=0.672
415,697,4,0.838,85.0,crop=697_denoising=4_sharpening=0.838
416,697,4,1.003,85.0,crop=697_denoising=4_sharpening=1.003
417,697,4,1.169,85.0,crop=697_denoising=4_sharpening=1.169
418,697,4,1.334,85.0,crop=697_denoising=4_sharpening=1.334
419,697,4,1.5,85.0,crop=697_denoising=4_sharpening=1.5
420,697,7,0.01,85.0,crop=697_denoising=7_sharpening=0.01
421,697,7,0.176,85.0,crop=697_denoising=7_sharpening=0.176
422,697,7,0.341,85.0,crop=697_denoising=7_sharpening=0.341
423,697,7,0.507,85.0,crop=697_denoising=7_sharpening=0.507
424,697,7,0.672,85.0,crop=697_denoising=7_sharpening=0.672
425,697,7,0.838,85.0,crop=697_denoising=7_sharpening=0.838
426,697,7,1.003,85.0,crop=697_denoising=7_sharpening=1.003
427,697,7,1.169,85.0,crop=697_denoising=7_sharpening=1.169
428,697,7,1.334,85.0,crop=697_denoising=7_sharpening=1.334
429,697,7,1.5,85.0,crop=697_denoising=7_sharpening=1.5
430,697,10,0.01,85.0,crop=697_denoising=10_sharpening=0.01
431,697,10,0.176,85.0,crop=697_denoising=10_sharpening=0.176
432,697,10,0.341,85.0,crop=697_denoising=10_sharpening=0.341
433,697,10,0.507,85.0,crop=697_denoising=10_sharpening=0.507
434,697,10,0.672,85.0,crop=697_denoising=10_sharpening=0.672
435,697,10,0.838,85.0,crop=697_denoising=10_sharpening=0.838
436,697,10,1.003,85.0,crop=697_denoising=10_sharpening=1.003
437,697,10,1.169,85.0,crop=697_denoising=10_sharpening=1.169
438,697,10,1.334,85.0,crop=697_denoising=10_sharpening=1.334
439,697,10,1.5,85.0,crop=697_denoising=10_sharpening=1.5
440,697,13,0.01,85.0,crop=697_denoising=13_sharpening=0.01
441,697,13,0.176,85.0,crop=697_denoising=13_sharpening=0.176
442,697,13,0.341,85.0,crop=697_denoising=13_sharpening=0.341
443,697,13,0.507,85.0,crop=697_denoising=13_sharpening=0.507
444,697,13,0.672,85.0,crop=697_denoising=13_sharpening=0.672
445,697,13,0.838,85.0,crop=697_denoising=13_sharpening=0.838
446,697,13,1.003,85.0,crop=697_denoising=13_sharpening=1.003
447,697,13,1.169,85.0,crop=697_denoising=13_sharpening=1.169
448,697,13,1.334,85.0,crop=697_denoising=13_sharpening=1.334
449,697,13,1.5,85.0,crop=697_denoising=13_sharpening=1.5
450,697,17,0.01,85.0,crop=697_denoising=17_sharpening=0.01
451,697,17,0.176,85.0,crop=697_denoising=17_sharpening=0.176
452,697,17,0.341,85.0,crop=697_denoising=17_sharpening=0.341
453,697,17,0.507,85.0,crop=697_denoising=17_sharpening=0.507
454,697,17,0.672,85.0,crop=697_denoising=17_sharpening=0.672
455,697,17,0.838,85.0,crop=697_denoising=17_sharpening=0.838
456,697,17,1.003,85.0,crop=697_denoising=17_sharpening=1.003
457,697,17,1.169,85.0,crop=697_denoising=17_sharpening=1.169
458,697,17,1.334,85.0,crop=697_denoising=17_sharpening=1.334
459,697,17,1.5,85.0,crop=697_denoising=17_sharpening=1.5
460,697,20,0.01,85.0,crop=697_denoising=20_sharpening=0.01
461,697,20,0.176,85.0,crop=697_denoising=20_sharpening=0.176
462,697,20,0.341,85.0,crop=697_denoising=20_sharpening=0.341
463,697,20,0.507,85.0,crop=697_denoising=20_sharpening=0.507
464,697,20,0.672,85.0,crop=697_denoising=20_sharpening=0.672
465,697,20,0.838,85.0,crop=697_denoising=20_sharpening=0.838
466,697,20,1.003,85.0,crop=697_denoising=20_sharpening=1.003
467,697,20,1.169,85.0,crop=697_denoising=20_sharpening=1.169
468,697,20,1.334,85.0,crop=697_denoising=20_sharpening=1.334
469,697,20,1.5,85.0,crop=697_denoising=20_sharpening=1.5
470,697,23,0.01,85.0,crop=697_denoising=23_sharpening=0.01
471,697,23,0.176,85.0,crop=697_denoising=23_sharpening=0.176
472,697,23,0.341,85.0,crop=697_denoising=23_sharpening=0.341
473,697,23,0.507,85.0,crop=697_denoising=23_sharpening=0.507
474,697,23,0.672,85.0,crop=697_denoising=23_sharpening=0.672
475,697,23,0.838,85.0,crop=697_denoising=23_sharpening=0.838
476,697,23,1.003,85.0,crop=697_denoising=23_sharpening=1.003
477,697,23,1.169,85.0,crop=697_denoising=23_sharpening=1.169
478,697,23,1.334,85.0,crop=697_denoising=23_sharpening=1.334
479,697,23,1.5,85.0,crop=697_denoising=23_sharpening=1.5
480,697,26,0.01,85.0,crop=697_denoising=26_sharpening=0.01
481,697,26,0.176,85.0,crop=697_denoising=26_sharpening=0.176
482,697,26,0.341,85.0,crop=697_denoising=26_sharpening=0.341
483,697,26,0.507,85.0,crop=697_denoising=26_sharpening=0.507
484,697,26,0.672,85.0,crop=697_denoising=26_sharpening=0.672
485,697,26,0.838,85.0,crop=697_denoising=26_sharpening=0.838
486,697,26,1.003,85.0,crop=697_denoising=26_sharpening=1.003
487,697,26,1.169,85.0,crop=697_denoising=26_sharpening=1.169
488,697,26,1.334,85.0,crop=697_denoising=26_sharpening=1.334
489,697,26,1.5,85.0,crop=697_denoising=26_sharpening=1.5
490,697,30,0.01,85.0,crop=697_denoising=30_sharpening=0.01
491,697,30,0.176,85.0,crop=697_denoising=30_sharpening=0.176
492,697,30,0.341,85.0,crop=697_denoising=30_sharpening=0.341
493,697,30,0.507,85.0,crop=697_denoising=30_sharpening=0.507
494,697,30,0.672,85.0,crop=697_denoising=30_sharpening=0.672
495,697,30,0.838,85.0,crop=697_denoising=30_sharpening=0.838
496,697,30,1.003,85.0,crop=697_denoising=30_sharpening=1.003
497,697,30,1.169,85.0,crop=697_denoising=30_sharpening=1.169
498,697,30,1.334,85.0,crop=697_denoising=30_sharpening=1.334
499,697,30,1.5,85.0,crop=697_denoising=30_sharpening=1.5
500,744,1,0.01,85.0,crop=744_denoising=1_sharpening=0.01
501,744,1,0.176,85.0,crop=744_denoising=1_sharpening=0.176
502,744,1,0.341,85.0,crop=744_denoising=1_sharpening=0.341
503,744,1,0.507,85.0,crop=744_denoising=1_sharpening=0.507
504,744,1,0.672,85.0,crop=744_denoising=1_sharpening=0.672
505,744,1,0.838,85.0,crop=744_denoising=1_sharpening=0.838
506,744,1,1.003,85.0,crop=744_denoising=1_sharpening=1.003
507,744,1,1.169,85.0,crop=744_denoising=1_sharpening=1.169
508,744,1,1.334,85.0,crop=744_denoising=1_sharpening=1.334
509,744,1,1.5,85.0,crop=744_denoising=1_sharpening=1.5
510,744,4,0.01,85.0,crop=744_denoising=4_sharpening=0.01
511,744,4,0.176,85.0,crop=744_denoising=4_sharpening=0.176
512,744,4,0.341,85.0,crop=744_denoising=4_sharpening=0.341
513,744,4,0.507,85.0,crop=744_denoising=4_sharpening=0.507
514,744,4,0.672,85.0,crop=744_denoising=4_sharpening=0.672
515,744,4,0.838,85.0,crop=744_denoising=4_sharpening=0.838
516,744,4,1.003,85.0,crop=744_denoising=4_sharpening=1.003
517,744,4,1.169,85.0,crop=744_denoising=4_sharpening=1.169
518,744,4,1.334,85.0,crop=744_denoising=4_sharpening=1.334
519,744,4,1.5,85.0,crop=744_denoising=4_sharpening=1.5
520,744,7,0.01,85.0,crop=744_denoising=7_sharpening=0.01
521,744,7,0.176,85.0,crop=744_denoising=7_sharpening=0.176
522,744,7,0.341,85.0,crop=744_denoising=7_sharpening=0.341
523,744,7,0.507,85.0,crop=744_denoising=7_sharpening=0.507
524,744,7,0.672,85.0,crop=744_denoising=7_sharpening=0.672
525,744,7,0.838,85.0,crop=744_denoising=7_sharpening=0.838
526,744,7,1.003,85.0,crop=744_denoising=7_sharpening=1.003
527,744,7,1.169,85.0,crop=744_denoising=7_sharpening=1.169
528,744,7,1.334,85.0,crop=744_denoising=7_sharpening=1.334
529,744,7,1.5,85.0,crop=744_denoising=7_sharpening=1.5
530,744,10,0.01,85.0,crop=744_denoising=10_sharpening=0.01
531,744,10,0.176,85.0,crop=744_denoising=10_sharpening=0.176
532,744,10,0.341,85.0,crop=744_denoising=10_sharpening=0.341
533,744,10,0.507,85.0,crop=744_denoising=10_sharpening=0.507
534,744,10,0.672,85.0,crop=744_denoising=10_sharpening=0.672
535,744,10,0.838,85.0,crop=744_denoising=10_sharpening=0.838
536,744,10,1.003,85.0,crop=744_denoising=10_sharpening=1.003
537,744,10,1.169,85.0,crop=744_denoising=10_sharpening=1.169
538,744,10,1.334,85.0,crop=744_denoising=10_sharpening=1.334
539,744,10,1.5,85.0,crop=744_denoising=10_sharpening=1.5
540,744,13,0.01,85.0,crop=744_denoising=13_sharpening=0.01
541,744,13,0.176,85.0,crop=744_denoising=13_sharpening=0.176
542,744,13,0.341,85.0,crop=744_denoising=13_sharpening=0.341
543,744,13,0.507,85.0,crop=744_denoising=13_sharpening=0.507
544,744,13,0.672,85.0,crop=744_denoising=13_sharpening=0.672
545,744,13,0.838,85.0,crop=744_denoising=13_sharpening=0.838
546,744,13,1.003,85.0,crop=744_denoising=13_sharpening=1.003
547,744,13,1.169,85.0,crop=744_denoising=13_sharpening=1.169
548,744,13,1.334,85.0,crop=744_denoising=13_sharpening=1.334
549,744,13,1.5,85.0,crop=744_denoising=13_sharpening=1.5
550,744,17,0.01,85.0,crop=744_denoising=17_sharpening=0.01
551,744,17,0.176,85.0,crop=744_denoising=17_sharpening=0.176
552,744,17,0.341,85.0,crop=744_denoising=17_sharpening=0.341
553,744,17,0.507,85.0,crop=744_denoising=17_sharpening=0.507
554,744,17,0.672,85.0,crop=744_denoising=17_sharpening=0.672
555,744,17,0.838,85.0,crop=744_denoising=17_sharpening=0.838
556,744,17,1.003,85.0,crop=744_denoising=17_sharpening=1.003
557,744,17,1.169,85.0,crop=744_denoising=17_sharpening=1.169
558,744,17,1.334,85.0,crop=744_denoising=17_sharpening=1.334
559,744,17,1.5,85.0,crop=744_denoising=17_sharpening=1.5
560,744,20,0.01,85.0,crop=744_denoising=20_sharpening=0.01
561,744,20,0.176,85.0,crop=744_denoising=20_sharpening=0.176
562,744,20,0.341,85.0,crop=744_denoising=20_sharpening=0.341
563,744,20,0.507,85.0,crop=744_denoising=20_sharpening=0.507
564,744,20,0.672,85.0,crop=744_denoising=20_sharpening=0.672
565,744,20,0.838,85.0,crop=744_denoising=20_sharpening=0.838
566,744,20,1.003,85.0,crop=744_denoising=20_sharpening=1.003
567,744,20,1.169,85.0,crop=744_denoising=20_sharpening=1.169
568,744,20,1.334,85.0,crop=744_denoising=20_sharpening=1.334
569,744,20,1.5,85.0,crop=744_denoising=20_sharpening=1.5
570,744,23,0.01,85.0,crop=744_denoising=23_sharpening=0.01
571,744,23,0.176,85.0,crop=744_denoising=23_sharpening=0.176
572,744,23,0.341,85.0,crop=744_denoising=23_sharpening=0.341
573,744,23,0.507,85.0,crop=744_denoising=23_sharpening=0.507
574,744,23,0.672,85.0,crop=744_denoising=23_sharpening=0.672
575,744,23,0.838,85.0,crop=744_denoising=23_sharpening=0.838
576,744,23,1.003,85.0,crop=744_denoising=23_sharpening=1.003
577,744,23,1.169,85.0,crop=744_denoising=23_sharpening=1.169
578,744,23,1.334,85.0,crop=744_denoising=23_sharpening=1.334
579,744,23,1.5,85.0,crop=744_denoising=23_sharpening=1.5
580,744,26,0.01,85.0,crop=744_denoising=26_sharpening=0.01
581,744,26,0.176,85.0,crop=744_denoising=26_sharpening=0.176
582,744,26,0.341,85.0,crop=744_denoising=26_sharpening=0.341
583,744,26,0.507,85.0,crop=744_denoising=26_sharpening=0.507
584,744,26,0.672,85.0,crop=744_denoising=26_sharpening=0.672
585,744,26,0.838,85.0,crop=744_denoising=26_sharpening=0.838
586,744,26,1.003,85.0,crop=744_denoising=26_sharpening=1.003
587,744,26,1.169,85.0,crop=744_denoising=26_sharpening=1.169
588,744,26,1.334,85.0,crop=744_denoising=26_sharpening=1.334
589,744,26,1.5,85.0,crop=744_denoising=26_sharpening=1.5
590,744,30,0.01,85.0,crop=744_denoising=30_sharpening=0.01
591,744,30,0.176,85.0,crop=744_denoising=30_sharpening=0.176
592,744,30,0.341,85.0,crop=744_denoising=30_sharpening=0.341
593,744,30,0.507,85.0,crop=744_denoising=30_sharpening=0.507
594,744,30,0.672,85.0,crop=744_denoising=30_sharpening=0.672
595,744,30,0.838,85.0,crop=744_denoising=30_sharpening=0.838
596,744,30,1.003,85.0,crop=744_denoising=30_sharpening=1.003
597,744,30,1.169,85.0,crop=744_denoising=30_sharpening=1.169
598,744,30,1.334,85.0,crop=744_denoising=30_sharpening=1.334
599,744,30,1.5,85.0,crop=744_denoising=30_sharpening=1.5
600,790,1,0.01,85.0,crop=790_denoising=1_sharpening=0.01
601,790,1,0.176,85.0,crop=790_denoising=1_sharpening=0.176
602,790,1,0.341,85.0,crop=790_denoising=1_sharpening=0.341
603,790,1,0.507,85.0,crop=790_denoising=1_sharpening=0.507
604,790,1,0.672,85.0,crop=790_denoising=1_sharpening=0.672
605,790,1,0.838,85.0,crop=790_denoising=1_sharpening=0.838
606,790,1,1.003,85.0,crop=790_denoising=1_sharpening=1.003
607,790,1,1.169,85.0,crop=790_denoising=1_sharpening=1.169
608,790,1,1.334,85.0,crop=790_denoising=1_sharpening=1.334
609,790,1,1.5,85.0,crop=790_denoising=1_sharpening=1.5
610,790,4,0.01,85.0,crop=790_denoising=4_sharpening=0.01
611,790,4,0.176,85.0,crop=790_denoising=4_sharpening=0.176
612,790,4,0.341,85.0,crop=790_denoising=4_sharpening=0.341
613,790,4,0.507,85.0,crop=790_denoising=4_sharpening=0.507
614,790,4,0.672,85.0,crop=790_denoising=4_sharpening=0.672
615,790,4,0.838,85.0,crop=790_denoising=4_sharpening=0.838
616,790,4,1.003,85.0,crop=790_denoising=4_sharpening=1.003
617,790,4,1.169,85.0,crop=790_denoising=4_sharpening=1.169
618,790,4,1.334,85.0,crop=790_denoising=4_sharpening=1.334
619,790,4,1.5,85.0,crop=790_denoising=4_sharpening=1.5
620,790,7,0.01,85.0,crop=790_denoising=7_sharpening=0.01
621,790,7,0.176,85.0,crop=790_denoising=7_sharpening=0.176
622,790,7,0.341,85.0,crop=790_denoising=7_sharpening=0.341
623,790,7,0.507,85.0,crop=790_denoising=7_sharpening=0.507
624,790,7,0.672,85.0,crop=790_denoising=7_sharpening=0.672
625,790,7,0.838,85.0,crop=790_denoising=7_sharpening=0.838
626,790,7,1.003,85.0,crop=790_denoising=7_sharpening=1.003
627,790,7,1.169,85.0,crop=790_denoising=7_sharpening=1.169
628,790,7,1.334,85.0,crop=790_denoising=7_sharpening=1.334
629,790,7,1.5,85.0,crop=790_denoising=7_sharpening=1.5
630,790,10,0.01,85.0,crop=790_denoising=10_sharpening=0.01
631,790,10,0.176,85.0,crop=790_denoising=10_sharpening=0.176
632,790,10,0.341,85.0,crop=790_denoising=10_sharpening=0.341
633,790,10,0.507,85.0,crop=790_denoising=10_sharpening=0.507
634,790,10,0.672,85.0,crop=790_denoising=10_sharpening=0.672
635,790,10,0.838,85.0,crop=790_denoising=10_sharpening=0.838
636,790,10,1.003,85.0,crop=790_denoising=10_sharpening=1.003
637,790,10,1.169,85.0,crop=790_denoising=10_sharpening=1.169
638,790,10,1.334,85.0,crop=790_denoising=10_sharpening=1.334
639,790,10,1.5,85.0,crop=790_denoising=10_sharpening=1.5
640,790,13,0.01,85.0,crop=790_denoising=13_sharpening=0.01
641,790,13,0.176,85.0,crop=790_denoising=13_sharpening=0.176
642,790,13,0.341,85.0,crop=790_denoising=13_sharpening=0.341
643,790,13,0.507,85.0,crop=790_denoising=13_sharpening=0.507
644,790,13,0.672,85.0,crop=790_denoising=13_sharpening=0.672
645,790,13,0.838,85.0,crop=790_denoising=13_sharpening=0.838
646,790,13,1.003,85.0,crop=790_denoising=13_sharpening=1.003
647,790,13,1.169,85.0,crop=790_denoising=13_sharpening=1.169
648,790,13,1.334,85.0,crop=790_denoising=13_sharpening=1.334
649,790,13,1.5,85.0,crop=790_denoising=13_sharpening=1.5
650,790,17,0.01,85.0,crop=790_denoising=17_sharpening=0.01
651,790,17,0.176,85.0,crop=790_denoising=17_sharpening=0.176
652,790,17,0.341,85.0,crop=790_denoising=17_sharpening=0.341
653,790,17,0.507,85.0,crop=790_denoising=17_sharpening=0.507
654,790,17,0.672,85.0,crop=790_denoising=17_sharpening=0.672
655,790,17,0.838,85.0,crop=790_denoising=17_sharpening=0.838
656,790,17,1.003,85.0,crop=790_denoising=17_sharpening=1.003
657,790,17,1.169,85.0,crop=790_denoising=17_sharpening=1.169
658,790,17,1.334,85.0,crop=790_denoising=17_sharpening=1.334
659,790,17,1.5,85.0,crop=790_denoising=17_sharpening=1.5
660,790,20,0.01,85.0,crop=790_denoising=20_sharpening=0.01
661,790,20,0.176,85.0,crop=790_denoising=20_sharpening=0.176
662,790,20,0.341,85.0,crop=790_denoising=20_sharpening=0.341
663,790,20,0.507,85.0,crop=790_denoising=20_sharpening=0.507
664,790,20,0.672,85.0,crop=790_denoising=20_sharpening=0.672
665,790,20,0.838,85.0,crop=790_denoising=20_sharpening=0.838
666,790,20,1.003,85.0,crop=790_denoising=20_sharpening=1.003
667,790,20,1.169,85.0,crop=790_denoising=20_sharpening=1.169
668,790,20,1.334,85.0,crop=790_denoising=20_sharpening=1.334
669,790,20,1.5,85.0,crop=790_denoising=20_sharpening=1.5
670,790,23,0.01,85.0,crop=790_denoising=23_sharpening=0.01
671,790,23,0.176,85.0,crop=790_denoising=23_sharpening=0.176
672,790,23,0.341,85.0,crop=790_denoising=23_sharpening=0.341
673,790,23,0.507,85.0,crop=790_denoising=23_sharpening=0.507
674,790,23,0.672,85.0,crop=790_denoising=23_sharpening=0.672
675,790,23,0.838,85.0,crop=790_denoising=23_sharpening=0.838
676,790,23,1.003,85.0,crop=790_denoising=23_sharpening=1.003
677,790,23,1.169,85.0,crop=790_denoising=23_sharpening=1.169
678,790,23,1.334,85.0,crop=790_denoising=23_sharpening=1.334
679,790,23,1.5,85.0,crop=790_denoising=23_sharpening=1.5
680,790,26,0.01,85.0,crop=790_denoising=26_sharpening=0.01
681,790,26,0.176,85.0,crop=790_denoising=26_sharpening=0.176
682,790,26,0.341,85.0,crop=790_denoising=26_sharpening=0.341
683,790,26,0.507,85.0,crop=790_denoising=26_sharpening=0.507
684,790,26,0.672,85.0,crop=790_denoising=26_sharpening=0.672
685,790,26,0.838,85.0,crop=790_denoising=26_sharpening=0.838
686,790,26,1.003,85.0,crop=790_denoising=26_sharpening=1.003
687,790,26,1.169,85.0,crop=790_denoising=26_sharpening=1.169
688,790,26,1.334,85.0,crop=790_denoising=26_sharpening=1.334
689,790,26,1.5,85.0,crop=790_denoising=26_sharpening=1.5
690,790,30,0.01,85.0,crop=790_denoising=30_sharpening=0.01
691,790,30,0.176,85.0,crop=790_denoising=30_sharpening=0.176
692,790,30,0.341,85.0,crop=790_denoising=30_sharpening=0.341
693,790,30,0.507,85.0,crop=790_denoising=30_sharpening=0.507
694,790,30,0.672,85.0,crop=790_denoising=30_sharpening=0.672
695,790,30,0.838,85.0,crop=790_denoising=30_sharpening=0.838
696,790,30,1.003,85.0,crop=790_denoising=30_sharpening=1.003
697,790,30,1.169,85.0,crop=790_denoising=30_sharpening=1.169
698,790,30,1.334,85.0,crop=790_denoising=30_sharpening=1.334
699,790,30,1.5,85.0,crop=790_denoising=30_sharpening=1.5
700,837,1,0.01,85.0,crop=837_denoising=1_sharpening=0.01
701,837,1,0.176,85.0,crop=837_denoising=1_sharpening=0.176
702,837,1,0.341,85.0,crop=837_denoising=1_sharpening=0.341
703,837,1,0.507,85.0,crop=837_denoising=1_sharpening=0.507
704,837,1,0.672,85.0,crop=837_denoising=1_sharpening=0.672
705,837,1,0.838,85.0,crop=837_denoising=1_sharpening=0.838
706,837,1,1.003,85.0,crop=837_denoising=1_sharpening=1.003
707,837,1,1.169,85.0,crop=837_denoising=1_sharpening=1.169
708,837,1,1.334,85.0,crop=837_denoising=1_sharpening=1.334
709,837,1,1.5,85.0,crop=837_denoising=1_sharpening=1.5
710,837,4,0.01,85.0,crop=837_denoising=4_sharpening=0.01
711,837,4,0.176,85.0,crop=837_denoising=4_sharpening=0.176
712,837,4,0.341,85.0,crop=837_denoising=4_sharpening=0.341
713,837,4,0.507,85.0,crop=837_denoising=4_sharpening=0.507
714,837,4,0.672,85.0,crop=837_denoising=4_sharpening=0.672
715,837,4,0.838,85.0,crop=837_denoising=4_sharpening=0.838
716,837,4,1.003,85.0,crop=837_denoising=4_sharpening=1.003
717,837,4,1.169,85.0,crop=837_denoising=4_sharpening=1.169
718,837,4,1.334,85.0,crop=837_denoising=4_sharpening=1.334
719,837,4,1.5,85.0,crop=837_denoising=4_sharpening=1.5
720,837,7,0.01,85.0,crop=837_denoising=7_sharpening=0.01
721,837,7,0.176,85.0,crop=837_denoising=7_sharpening=0.176
722,837,7,0.341,85.0,crop=837_denoising=7_sharpening=0.341
723,837,7,0.507,85.0,crop=837_denoising=7_sharpening=0.507
724,837,7,0.672,85.0,crop=837_denoising=7_sharpening=0.672
725,837,7,0.838,85.0,crop=837_denoising=7_sharpening=0.838
726,837,7,1.003,85.0,crop=837_denoising=7_sharpening=1.003
727,837,7,1.169,85.0,crop=837_denoising=7_sharpening=1.169
728,837,7,1.334,85.0,crop=837_denoising=7_sharpening=1.334
729,837,7,1.5,85.0,crop=837_denoising=7_sharpening=1.5
730,837,10,0.01,85.0,crop=837_denoising=10_sharpening=0.01
731,837,10,0.176,85.0,crop=837_denoising=10_sharpening=0.176
732,837,10,0.341,85.0,crop=837_denoising=10_sharpening=0.341
733,837,10,0.507,85.0,crop=837_denoising=10_sharpening=0.507
734,837,10,0.672,85.0,crop=837_denoising=10_sharpening=0.672
735,837,10,0.838,85.0,crop=837_denoising=10_sharpening=0.838
736,837,10,1.003,85.0,crop=837_denoising=10_sharpening=1.003
737,837,10,1.169,85.0,crop=837_denoising=10_sharpening=1.169
738,837,10,1.334,85.0,crop=837_denoising=10_sharpening=1.334
739,837,10,1.5,85.0,crop=837_denoising=10_sharpening=1.5
740,837,13,0.01,85.0,crop=837_denoising=13_sharpening=0.01
741,837,13,0.176,85.0,crop=837_denoising=13_sharpening=0.176
742,837,13,0.341,85.0,crop=837_denoising=13_sharpening=0.341
743,837,13,0.507,85.0,crop=837_denoising=13_sharpening=0.507
744,837,13,0.672,85.0,crop=837_denoising=13_sharpening=0.672
745,837,13,0.838,85.0,crop=837_denoising=13_sharpening=0.838
746,837,13,1.003,85.0,crop=837_denoising=13_sharpening=1.003
747,837,13,1.169,85.0,crop=837_denoising=13_sharpening=1.169
748,837,13,1.334,85.0,crop=837_denoising=13_sharpening=1.334
749,837,13,1.5,85.0,crop=837_denoising=13_sharpening=1.5
750,837,17,0.01,85.0,crop=837_denoising=17_sharpening=0.01
751,837,17,0.176,85.0,crop=837_denoising=17_sharpening=0.176
752,837,17,0.341,85.0,crop=837_denoising=17_sharpening=0.341
753,837,17,0.507,85.0,crop=837_denoising=17_sharpening=0.507
754,837,17,0.672,85.0,crop=837_denoising=17_sharpening=0.672
755,837,17,0.838,85.0,crop=837_denoising=17_sharpening=0.838
756,837,17,1.003,85.0,crop=837_denoising=17_sharpening=1.003
757,837,17,1.169,85.0,crop=837_denoising=17_sharpening=1.169
758,837,17,1.334,85.0,crop=837_denoising=17_sharpening=1.334
759,837,17,1.5,85.0,crop=837_denoising=17_sharpening=1.5
760,837,20,0.01,85.0,crop=837_denoising=20_sharpening=0.01
761,837,20,0.176,85.0,crop=837_denoising=20_sharpening=0.176
762,837,20,0.341,85.0,crop=837_denoising=20_sharpening=0.341
763,837,20,0.507,85.0,crop=837_denoising=20_sharpening=0.507
764,837,20,0.672,85.0,crop=837_denoising=20_sharpening=0.672
765,837,20,0.838,85.0,crop=837_denoising=20_sharpening=0.838
766,837,20,1.003,85.0,crop=837_denoising=20_sharpening=1.003
767,837,20,1.169,85.0,crop=837_denoising=20_sharpening=1.169
768,837,20,1.334,85.0,crop=837_denoising=20_sharpening=1.334
769,837,20,1.5,85.0,crop=837_denoising=20_sharpening=1.5
770,837,23,0.01,85.0,crop=837_denoising=23_sharpening=0.01
771,837,23,0.176,85.0,crop=837_denoising=23_sharpening=0.176
772,837,23,0.341,85.0,crop=837_denoising=23_sharpening=0.341
773,837,23,0.507,85.0,crop=837_denoising=23_sharpening=0.507
774,837,23,0.672,85.0,crop=837_denoising=23_sharpening=0.672
775,837,23,0.838,85.0,crop=837_denoising=23_sharpening=0.838
776,837,23,1.003,85.0,crop=837_denoising=23_sharpening=1.003
777,837,23,1.169,85.0,crop=837_denoising=23_sharpening=1.169
778,837,23,1.334,85.0,crop=837_denoising=23_sharpening=1.334
779,837,23,1.5,85.0,crop=837_denoising=23_sharpening=1.5
780,837,26,0.01,85.0,crop=837_denoising=26_sharpening=0.01
781,837,26,0.176,85.0,crop=837_denoising=26_sharpening=0.176
782,837,26,0.341,85.0,crop=837_denoising=26_sharpening=0.341
783,837,26,0.507,85.0,crop=837_denoising=26_sharpening=0.507
784,837,26,0.672,85.0,crop=837_denoising=26_sharpening=0.672
785,837,26,0.838,85.0,crop=837_denoising=26_sharpening=0.838
786,837,26,1.003,85.0,crop=837_denoising=26_sharpening=1.003
787,837,26,1.169,85.0,crop=837_denoising=26_sharpening=1.169
788,837,26,1.334,85.0,crop=837_denoising=26_sharpening=1.334
789,837,26,1.5,85.0,crop=837_denoising=26_sharpening=1.5
790,837,30,0.01,85.0,crop=837_denoising=30_sharpening=0.01
791,837,30,0.176,85.0,crop=837_denoising=30_sharpening=0.176
792,837,30,0.341,85.0,crop=837_denoising=30_sharpening=0.341
793,837,30,0.507,85.0,crop=837_denoising=30_sharpening=0.507
794,837,30,0.672,85.0,crop=837_denoising=30_sharpening=0.672
795,837,30,0.838,85.0,crop=837_denoising=30_sharpening=0.838
796,837,30,1.003,85.0,crop=837_denoising=30_sharpening=1.003
797,837,30,1.169,85.0,crop=837_denoising=30_sharpening=1.169
798,837,30,1.334,85.0,crop=837_denoising=30_sharpening=1.334
799,837,30,1.5,85.0,crop=837_denoising=30_sharpening=1.5
800,883,1,0.01,85.0,crop=883_denoising=1_sharpening=0.01
801,883,1,0.176,85.0,crop=883_denoising=1_sharpening=0.176
802,883,1,0.341,85.0,crop=883_denoising=1_sharpening=0.341
803,883,1,0.507,85.0,crop=883_denoising=1_sharpening=0.507
804,883,1,0.672,85.0,crop=883_denoising=1_sharpening=0.672
805,883,1,0.838,85.0,crop=883_denoising=1_sharpening=0.838
806,883,1,1.003,85.0,crop=883_denoising=1_sharpening=1.003
807,883,1,1.169,85.0,crop=883_denoising=1_sharpening=1.169
808,883,1,1.334,85.0,crop=883_denoising=1_sharpening=1.334
809,883,1,1.5,85.0,crop=883_denoising=1_sharpening=1.5
810,883,4,0.01,85.0,crop=883_denoising=4_sharpening=0.01
811,883,4,0.176,85.0,crop=883_denoising=4_sharpening=0.176
812,883,4,0.341,85.0,crop=883_denoising=4_sharpening=0.341
813,883,4,0.507,85.0,crop=883_denoising=4_sharpening=0.507
814,883,4,0.672,85.0,crop=883_denoising=4_sharpening=0.672
815,883,4,0.838,85.0,crop=883_denoising=4_sharpening=0.838
816,883,4,1.003,85.0,crop=883_denoising=4_sharpening=1.003
